"","stimuli","category","condition","sound","corpes_norm_spain","outlier","element","mean","median","n.char","Number","S1","S2","S3","S4","S5","S6"
"211","sartén","objects","fricative","s",13.24,"FALSE","word",7.26432432432432,6.89,6,4,"La","sartén","se","cayó","al","suelo"
"212","sartén","objects","fricative","s",13.24,"FALSE","word",7.26432432432432,6.89,6,1,"La","sartén","se","ha","rayado","mucho"
"213","sello","objects","fricative","s",13.97,"FALSE","word",7.26432432432432,6.89,5,1,"El","sello","estaba","en","el","sobre"
"214","sello","objects","fricative","s",13.97,"FALSE","word",7.26432432432432,6.89,5,3,"El","sello","que","encontró","es","valioso"
"215","sello","objects","fricative","s",13.97,"FALSE","word",7.26432432432432,6.89,5,2,"El","sello","del","notario","es","oficial"
"216","sello","objects","fricative","s",13.97,"FALSE","word",7.26432432432432,6.89,5,4,"El","sello","del","frasco","está","roto"
"217","setas","food","fricative","s",6.85,"FALSE","word",6.45605263157895,4.855,5,3,"Las","setas","me","causan","mucha","alergia"
"218","setas","food","fricative","s",6.85,"FALSE","word",6.45605263157895,4.855,5,4,"Las","setas","shiitake","son","de","Asia"
"219","setas","food","fricative","s",6.85,"FALSE","word",6.45605263157895,4.855,5,1,"Las","setas","portobello","son","muy","carnosas"
"220","setas","food","fricative","s",6.85,"FALSE","word",6.45605263157895,4.855,5,2,"Las","setas","silvestres","pueden","ser","venenosas"
"221","sobre","objects","fricative","s",14.09,"FALSE","word",7.26432432432432,6.89,5,3,"El","sobre","estaba","muy","mal","sellado"
"222","sobre","objects","fricative","s",14.09,"FALSE","word",7.26432432432432,6.89,5,4,"El","sobre","era","grande","y","pesado"
"223","sobre","objects","fricative","s",14.09,"FALSE","word",7.26432432432432,6.89,5,1,"El","sobre","tenía","una","mancha","sospechosa"
"224","sobre","objects","fricative","s",14.09,"FALSE","word",7.26432432432432,6.89,5,2,"El","sobre","tenía","mi","dirección","escrita"
"225","soga","objects","fricative","s",6.52,"FALSE","word",7.26432432432432,6.89,4,3,"La","soga","está","hecha","de","cáñamo"
"226","soga","objects","fricative","s",6.52,"FALSE","word",7.26432432432432,6.89,4,1,"La","soga","se","rompió","al","instante"
"227","soga","objects","fricative","s",6.52,"FALSE","word",7.26432432432432,6.89,4,4,"La","soga","era","demasiado","corta",NA
"228","soga","objects","fricative","s",6.52,"FALSE","word",7.26432432432432,6.89,4,2,"La","soga","tenía","un","nudo","difícil"
"229","sopa","food","fricative","s",13.09,"FALSE","word",6.45605263157895,4.855,4,3,"La","sopa","de","pollo","es","reconfortante"
"230","sopa","food","fricative","s",13.09,"FALSE","word",6.45605263157895,4.855,4,4,"La","sope","de","tomate","es","nutritiva"
"231","sopa","food","fricative","s",13.09,"FALSE","word",6.45605263157895,4.855,4,1,"La","sopa","de","verduras","es","deliciosa"
"232","sopa","food","fricative","s",13.09,"FALSE","word",6.45605263157895,4.855,4,2,"La","sopa","de","cebollas","es","exquisita"
"233","vinagre","food","plosive","b",11.53,"FALSE","word",6.45605263157895,4.855,7,3,"El","vinagre","de","manzana","es","popular"
"234","vinagre","food","plosive","b",11.53,"FALSE","word",6.45605263157895,4.855,7,4,"El","vinagre","balsámico","es","muy","sabroso"
"235","vinagre","food","plosive","b",11.53,"FALSE","word",6.45605263157895,4.855,7,1,"El","vinagre","tiene","un","fuerte","olor"
"236","vinagre","food","plosive","b",11.53,"FALSE","word",6.45605263157895,4.855,7,2,"El","vinagre","ayuda","a","conservar","alimentos"
"237","violín","objects","plosive","b",7.35,"FALSE","word",7.26432432432432,6.89,6,1,"El","violín","del","concierto","era","extraordinario"
"238","violín","objects","plosive","b",7.35,"FALSE","word",7.26432432432432,6.89,6,3,"El","violín","tiene","un","sonido","celestial"
"239","violín","objects","plosive","b",7.35,"FALSE","word",7.26432432432432,6.89,6,2,"El","violín","tiene","un","sonido","nostálgico"
"240","violín","objects","plosive","b",7.35,"FALSE","word",7.26432432432432,6.89,6,4,"El","violín","tiene","cuatro","cuerdas","afinables"
"241","xxxx","control","control","NaN",NA,"FALSE","word_control",NA,NA,4,6,"xx","xxxx","xx","xxxxxxxx","xxxx","xxxxxxx"
"242","xxxx","control","control","NaN",NA,"FALSE","word_control",NA,NA,4,6,"xx","xxxx","xx","xxxxxxx","xxxx","xxxxx"
"243","xxxx","control","control","NaN",NA,"FALSE","word_control",NA,NA,4,6,"xx","xxxx","xx","xxxxxxxx","xxxx","xxxxxxx"
"244","xxxx","control","control","NaN",NA,"FALSE","word_control",NA,NA,4,6,"xx","xxxx","xx","xxxxxxx","xxxx","xxxxx"
"245","xxxxx","control","control","NaN",NA,"FALSE","word_control",NA,NA,5,6,"xx","xxxxx","xx","xx","xx","xxxxx"
"246","xxxxx","control","control","NaN",NA,"FALSE","word_control",NA,NA,5,6,"xx","xxxxx","xx","xxxxxx","xxx","xxxxx"
"247","xxxxx","control","control","NaN",NA,"FALSE","word_control",NA,NA,5,6,"xx","xxxxx","xx","xx","xx","xxxxx"
"248","xxxxx","control","control","NaN",NA,"FALSE","word_control",NA,NA,5,6,"xx","xxxxx","xx","xxxxxx","xxx","xxxxx"
"249","xxxxxx","control","control","NaN",NA,"FALSE","word_control",NA,NA,6,6,"xx","xxxxxx","xxxxx","xxxxx","xxxxxxx","xxxxxx"
"250","xxxxxx","control","control","NaN",NA,"FALSE","word_control",NA,NA,6,6,"xx","xxxxxx","xx","xxxxx","xxxxxx","xxxxxxxx"
"251","xxxxxx","control","control","NaN",NA,"FALSE","word_control",NA,NA,6,6,"xx","xxxxxx","xxxxx","xxxxx","xxxxxxx","xxxxxx"
"252","xxxxxx","control","control","NaN",NA,"FALSE","word_control",NA,NA,6,6,"xx","xxxxxx","xx","xxxxx","xxxxxx","xxxxxxxx"
"253","xxxxxxx","control","control","NaN",NA,"FALSE","word_control",NA,NA,7,6,"xx","xxxxxxx","xx","xxxxxxxx","xx","xxxxxxx"
"254","xxxxxxxx","control","control","NaN",NA,"FALSE","word_control",NA,NA,8,6,"xx","xxxxxxxx","xx","xx","xx","xxxxxxxxxx"
"255","xxxxxxxx","control","control","NaN",NA,"FALSE","word_control",NA,NA,8,6,"xx","xxxxxxxx","xxxxx","xxxxxxx","xxx","xxxxx"
"256","xxxxxxxx","control","control","NaN",NA,"FALSE","word_control",NA,NA,8,6,"xx","xxxxxxxx","xx","xx","xx","xxxxxxxxxx"
"257","xxxxxxxx","control","control","NaN",NA,"FALSE","word_control",NA,NA,8,6,"xx","xxxxxxxx","xxxxx","xxxxxxx","xxx","xxxxx"
"258","xxxxxxxxxxx","control","control","NaN",NA,"FALSE","word_control",NA,NA,11,6,"xx","xxxxxxxxxxx","xxxxxxxxx","xxxx","xxxxxx","xxxxxxxxx"
